App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Pixel Diet Tracker,MEDICAL,4.2,47432,29M,"1,000,000+",Free,0,Teen,Medical,"July 6, 2018",Varies with device,4.4 and up
Free Workout,ENTERTAINMENT,4.0,206000,10M,"5,000,000+",Free,0,Teen,Entertainment,"February 15, 2017",Varies with device,5.0 and up
Easy Chess,TOOLS,3.5,1k,12M,"50,000+",Free,0,Everyone,Tools,"March 11, 2018",5.17.4,Varies with device
Quick Photo Editor,PRODUCTIVITY,4.3,2.9k,6.7M,"100,000+",Paid,$4.99,Everyone,Productivity,"January 17, 2016",Varies with device,5.0 and up
Free Diet Tracker,TRAVEL_AND_LOCAL,3.3,512,Varies with device,"50,000+",Free,0,Everyone,Travel & Local,"May 18, 2018",Varies with device,4.1 and up
Fast Photo Editor,GAME,3.9,660,11M,"5,000+",Free,0,Everyone,Action,"July 14, 2015",2.11.7,5.0 and up
Pixel Calendar 2,PHOTOGRAPHY,4.6,593,Varies with device,"10,000+",Free,0,Everyone,Photography,"July 19, 2018",1.0.6,4.0.3 and up
Quick Workout,BOOKS_AND_REFERENCE,4.7,5,15M,100+,Free,0,Everyone,Books & Reference,"May 16, 2018",2.7.2,5.0 and up
Smart VPN,SHOPPING,4.1,77827,5.5M,"5,000,000+",Free,0,Everyone,Shopping,"November 26, 2016",6.1.5,4.0.3 and up
Star Radio,GAME,4.5,611,81M,"10,000+",Free,0,Everyone,Action,"December 29, 2017",3.15.2,4.1 and up
Simple Budget,FAMILY,4.4,2k,6.5M,"50,000+",Free,0,Everyone,Casual,"May 6, 2018",2.5.4,4.1 and up
Super Recipes,ART_AND_DESIGN,4.1,24391,2.4M,"1,000,000+",Free,0,Mature 17+,Art & Design,"September 27, 2017",5.4.0,4.4 and up
Super Bible,MAPS_AND_NAVIGATION,,19,64M,"1,000+",Free,0,Everyone,Maps & Navigation,"June 26, 2018",Varies with device,5.0 and up
Pocket Coloring Book,LIFESTYLE,3.7,25,5.0M,500+,Free,0,Everyone,Lifestyle,"May 24, 2018",8.10.0,4.1 and up
Simple Keyboard,PRODUCTIVITY,4.4,37,0.7M,"1,000+",Free,0,Everyone,Productivity,"May 4, 2018",1.8.8,Varies with device
Easy Wallpapers,GAME,3.6,409,4.2M,"5,000+",Free,0,Teen,Action,"August 27, 2017",1.2.2,4.4 and up
Happy Flashlight 7,HEALTH_AND_FITNESS,4.5,176,20M,"5,000+",Free,0,Everyone,Health & Fitness,"February 15, 2018",6.1.9,4.4 and up
Bright Music Player,SHOPPING,4.6,4,8.0M,500+,Free,0,Everyone,Shopping,"November 3, 2017",1.19.9,4.1 and up
Simple Recipes,COMMUNICATION,5.0,310,12M,"10,000+",Free,0,Everyone,Communication,"July 26, 2018",4.10.1,4.1 and up
Quick Wallpapers,PRODUCTIVITY,4.3,2354,29M,"100,000+",Free,0,Everyone,Productivity,"June 19, 2018",3.15.7,4.4 and up
Mini Diet Tracker,HEALTH_AND_FITNESS,3.7,10337,82M,"500,000+",Free,0,Everyone,Health & Fitness,"January 19, 2018",8.4.6,Varies with device
Pocket Wallpapers,SHOPPING,5.0,169,2.7M,"5,000+",Paid,$0.99,Everyone,Shopping,"July 19, 2018",7.3.9,4.4 and up
Mini Weather,EDUCATION,4.4,388k,Varies with device,"10,000,000+",Free,0,Everyone,Education,"December 6, 2015",8.5.6,5.0 and up
Bright Calendar,PHOTOGRAPHY,4.6,76,23M,"5,000+",Free,0,Mature 17+,Photography,"March 25, 2017",7.4.7,4.1 and up
Happy Workout,MAPS_AND_NAVIGATION,4.1,31.7k,13M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"April 22, 2017",6.5.4,5.0 and up
Happy Keyboard 13,SHOPPING,,6274,2.0M,"500,000+",Free,0,Teen,Shopping,"June 21, 2018",3.5.8,5.0 and up
Bright Translator,SPORTS,4.4,186,7.7M,"5,000+",Free,0,Everyone 10+,Sports,"July 11, 2018",7.17.8,4.1 and up
Pro Wallpapers,TRAVEL_AND_LOCAL,4.1,5,22M,500+,Free,0,Everyone 10+,Travel & Local,"July 14, 2018",Varies with device,4.1 and up
Star Coloring Book,GAME,,520,3.7M,"10,000+",Free,0,Everyone,Action,"September 4, 2016",5.0.7,4.1 and up
Pro Chess 17,PHOTOGRAPHY,,19,27M,100+,Free,0,Everyone,Photography,"January 2, 2018",3.15.8,Varies with device
Magic Scanner 14,SPORTS,4.3,635,20M,"50,000+",Free,0,Everyone,Sports,"August 17, 2017",8.18.7,Varies with device
Smart Coloring Book,SPORTS,4.2,736,10.0M,"50,000+",Free,0,Everyone,Sports,"January 28, 2018",8.18.4,4.4 and up
Star Launcher 17,HEALTH_AND_FITNESS,4.2,1.6M,34M,"10,000,000+",Free,0,Everyone,Health & Fitness,"February 15, 2018",5.0.8,4.1 and up
Simple Weather,TOOLS,4.4,29,18M,500+,Free,0,Everyone,Tools,"December 26, 2016",3.15.4,Varies with device
Fast Dictionary 5,SPORTS,3.7,514,Varies with device,"10,000+",Free,0,Everyone,Sports,"July 21, 2018",1.7.1,4.4 and up
Pro Coloring Book,PHOTOGRAPHY,4.6,35012,Varies with device,"1,000,000+",Free,0,Everyone,Photography,"November 22, 2017",8.11.6,4.4 and up
Star Notes,SOCIAL,,32,166k,500+,Paid,$0.99,Everyone,Social,"April 27, 2017",8.11.4,Varies with device
Quick Bible,PHOTOGRAPHY,3.7,33,38M,"5,000+",Free,0,Everyone,Photography,"June 1, 2018",2.18.9,4.1 and up
Free Messenger 8,BOOKS_AND_REFERENCE,4.4,85,12M,500+,Paid,$1.99,Everyone,Books & Reference,"July 27, 2018",8.3.5,4.4 and up
Ultimate Flashlight,PHOTOGRAPHY,3.6,11900,3.5M,"500,000+",Free,0,Everyone 10+,Photography,"July 12, 2018",3.7.1,4.0.3 and up
Happy Weather,BUSINESS,4.6,279207,4.9M,"10,000,000+",Free,0,Everyone,Business,"April 7, 2017",2.19.9,5.0 and up
Star Recipes,LIFESTYLE,5.0,18,5.3M,500+,Free,0,Mature 17+,Lifestyle,"August 11, 2017",6.6.5,5.0 and up
Smart Music Player 15,LIFESTYLE,3.4,17k,4.0M,"500,000+",Free,0,Everyone,Lifestyle,"May 20, 2017",1.11.0,5.0 and up
Pixel Radio,HEALTH_AND_FITNESS,4.1,1.7k,22M,"50,000+",Free,0,Everyone,Health & Fitness,"September 16, 2016",6.9.6,Varies with device
Pocket Chess,EDUCATION,4.1,697,8.9M,"50,000+",Free,0,Teen,Education,"April 16, 2015",2.19.9,4.1 and up
Free Photo Editor,COMMUNICATION,4.0,346,7.7M,"10,000+",Free,0,Everyone,Communication,"November 10, 2017",4.6.3,Varies with device
Mini VPN,TOOLS,4.4,321,11M,"10,000+",Free,0,Everyone,Tools,"July 21, 2018",8.7.1,Varies with device
Bright Notes,MAPS_AND_NAVIGATION,4.4,318,7.6M,"5,000+",Free,0,Everyone,Maps & Navigation,"March 15, 2018",5.18.9,Varies with device
Tiny Radio,ART_AND_DESIGN,4.5,65556,61M,"1,000,000+",Paid,$4.99,Everyone,Art & Design,"March 7, 2017",3.19.3,4.1 and up
Smart Radio,TOOLS,4.9,49,20M,"1,000+",Free,0,Everyone,Tools,"September 3, 2015",6.3.2,Varies with device
Tiny Calendar 9,ART_AND_DESIGN,4.4,23k,36M,"1,000,000+",Free,0,Everyone,Art & Design,"May 31, 2018",4.19.7,4.4 and up
Fast Weather,FINANCE,4.2,34600,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 11, 2018",2.9.4,5.0 and up
Star Bible 19,PHOTOGRAPHY,4.5,49,5.2M,"5,000+",Free,0,Mature 17+,Photography,"November 20, 2017",8.7.5,5.0 and up
Fast Messenger,ENTERTAINMENT,4.0,8k,2.9M,"500,000+",Free,0,Everyone,Entertainment,"April 24, 2018",5.15.6,Varies with device
Secure Bible,ART_AND_DESIGN,4.0,134,468k,"5,000+",Free,0,Teen,Art & Design,"November 5, 2017",8.2.0,4.1 and up
Simple Wallpapers,FAMILY,3.9,49,7.2M,"1,000+",Free,0,Teen,Casual,"November 8, 2017",4.8.6,4.1 and up
Happy Wallpapers,PHOTOGRAPHY,3.7,107,43M,"5,000+",Free,0,Teen,Photography,"January 19, 2018",8.1.1,4.0.3 and up
Pixel Bible,HEALTH_AND_FITNESS,3.6,263,7.2M,"5,000+",Free,0,Everyone,Health & Fitness,"January 24, 2018",8.12.6,4.4 and up
Tiny VPN 2,TOOLS,4.6,27k,Varies with device,"1,000,000+",Free,0,Everyone,Tools,"June 29, 2018",5.1.7,4.4 and up
Ultimate Radio,MEDICAL,4.1,16k,36M,"500,000+",Free,0,Everyone 10+,Medical,"August 16, 2017",8.16.8,5.0 and up
Smart Keyboard 4,MAPS_AND_NAVIGATION,4.0,2k,Varies with device,"50,000+",Free,0,Everyone,Maps & Navigation,"March 6, 2018",7.7.1,5.0 and up
Daily Flashlight,TRAVEL_AND_LOCAL,4.5,779,20M,"50,000+",Free,0,Everyone,Travel & Local,"June 21, 2018",4.14.8,4.0.3 and up
Quick VPN,MEDICAL,4.4,458,57M,"50,000+",Free,0,Everyone,Medical,"March 17, 2018",8.18.1,4.0.3 and up
Magic Wallpapers 10,SHOPPING,4.3,953,15M,"50,000+",Free,0,Everyone,Shopping,"December 20, 2017",5.14.3,4.4 and up
Quick Scanner,GAME,4.0,2095,8.1M,"100,000+",Free,0,Everyone,Action,"March 3, 2018",7.3.7,4.0.3 and up
Cool VPN,SPORTS,3.6,7.5k,Varies with device,"500,000+",Free,0,Everyone,Sports,"April 8, 2018",4.11.7,5.0 and up
Simple Dictionary 2,TRAVEL_AND_LOCAL,4.2,2937,42M,"100,000+",Free,0,Everyone,Travel & Local,"January 18, 2018",3.0.0,5.0 and up
Happy Calendar,BOOKS_AND_REFERENCE,4.3,303,21M,"10,000+",Free,0,Everyone,Books & Reference,"September 22, 2015",5.16.0,4.1 and up
Simple Wallpapers,LIFESTYLE,4.7,149,Varies with device,"5,000+",Paid,$2.99,Everyone,Lifestyle,"June 11, 2018",1.5.3,5.0 and up
Magic Photo Editor,BUSINESS,3.7,113345,16M,"5,000,000+",Free,0,Everyone,Business,"January 16, 2018",7.17.8,Varies with device
Secure Recipes,COMMUNICATION,4.1,1368,22M,"50,000+",Free,0,Everyone,Communication,"July 20, 2018",3.11.6,4.1 and up
Fast Budget,HEALTH_AND_FITNESS,4.2,1690,6.2M,"50,000+",Paid,$0.99,Everyone,Health & Fitness,"June 25, 2017",5.15.8,5.0 and up
Secure Bible,TRAVEL_AND_LOCAL,3.6,29846,28M,"500,000+",Free,0,Everyone,Travel & Local,"July 5, 2018",4.4.8,5.0 and up
Cool Weather,MAPS_AND_NAVIGATION,4.3,7250,33M,"100,000+",Free,0,Everyone,Maps & Navigation,"January 16, 2017",4.12.8,4.1 and up
Mini Notes,FINANCE,4.4,230.5k,31M,"10,000,000+",Free,0,Everyone,Finance,"August 1, 2017",2.14.0,4.0.3 and up
Smart Weather,MAPS_AND_NAVIGATION,4.7,174,20M,"10,000+",Free,0,Everyone,Maps & Navigation,"February 18, 2018",Varies with device,4.4 and up
Cool Diet Tracker 2,HEALTH_AND_FITNESS,4.3,70,5.3M,"5,000+",Free,0,Everyone,Health & Fitness,"June 3, 2018",1.19.5,4.1 and up
Happy Scanner,LIFESTYLE,3.6,432,14M,"50,000+",Free,0,Everyone,Lifestyle,"May 23, 2018",Varies with device,4.1 and up
Quick Workout,SPORTS,4.0,55,26M,"1,000+",Free,0,Everyone,Sports,"March 11, 2018",5.7.1,4.0.3 and up
Free Translator 2,SHOPPING,3.3,524844,10M,"50,000,000+",Free,0,Everyone,Shopping,"July 31, 2017",6.19.6,5.0 and up
Bright Keyboard,SHOPPING,4.3,25100,71M,"1,000,000+",Free,0,Everyone,Shopping,"June 9, 2017",1.5.2,5.0 and up
Happy Bible,MEDICAL,4.4,852,7.6M,"50,000+",Free,0,Everyone,Medical,"October 26, 2016",2.10.7,5.0 and up
Ultimate Wallpapers,SHOPPING,3.9,13330,19M,"500,000+",Free,0,Everyone 10+,Shopping,"April 12, 2018",4.10.3,4.0.3 and up
Secure Recipes,ART_AND_DESIGN,4.3,628,14M,"10,000+",Free,0,Everyone,Art & Design,"September 29, 2016",4.11.3,4.0.3 and up
Pixel Workout,LIFESTYLE,4.1,11101,2.7M,"500,000+",Free,0,Everyone,Lifestyle,"August 2, 2017",8.3.6,4.1 and up
Simple Wallpapers 18,TOOLS,3.6,1.1k,16M,"50,000+",Free,0,Everyone 10+,Tools,"September 23, 2017",2.17.1,4.4 and up
Free Dictionary,PRODUCTIVITY,,5711,6.6M,"500,000+",Free,0,Everyone,Productivity,"October 22, 2017",5.6.0,4.4 and up
Pixel Weather,PHOTOGRAPHY,4.0,24618,1.7M,"1,000,000+",Free,0,Everyone,Photography,"July 31, 2018",Varies with device,Varies with device
Star Photo Editor,SHOPPING,4.8,282,18M,"10,000+",Free,0,Everyone,Shopping,"January 1, 2018",4.10.3,Varies with device
Pro Launcher,BOOKS_AND_REFERENCE,,1133,52M,"50,000+",Free,0,Everyone,Books & Reference,"September 19, 2015",3.14.0,5.0 and up
Happy Launcher,SHOPPING,4.2,1k,4.4M,"50,000+",Free,0,Everyone,Shopping,"July 6, 2018",1.16.0,4.4 and up
Pixel Maps,PRODUCTIVITY,4.4,26.7k,35M,"1,000,000+",Free,0,Everyone,Productivity,"May 20, 2018",1.3.3,4.4 and up
Pro Photo Editor,PHOTOGRAPHY,3.8,25175,2.6M,"1,000,000+",Free,0,Teen,Photography,"July 21, 2018",5.6.8,4.0.3 and up
Quick VPN,TOOLS,4.3,15159,Varies with device,"500,000+",Free,0,Everyone,Tools,"June 14, 2016",6.5.8,4.4 and up
Pocket Messenger,MAPS_AND_NAVIGATION,3.2,480,4.2M,"50,000+",Free,0,Everyone,Maps & Navigation,"March 31, 2018",3.8.9,4.4 and up
Pro Maps,FINANCE,3.7,188172,81M,"5,000,000+",Free,0,Everyone,Finance,"November 18, 2017",4.0.0,Varies with device
Easy Launcher,SHOPPING,4.4,1938,14M,"50,000+",Free,0,Everyone,Shopping,"October 6, 2016",Varies with device,5.0 and up
Happy Notes,MEDICAL,4.1,182.2k,21M,"5,000,000+",Free,0,Everyone,Medical,"November 9, 2017",5.12.7,4.4 and up
Super Radio,PRODUCTIVITY,4.0,2754,100M,"50,000+",Free,0,Everyone,Productivity,"April 4, 2017",4.17.0,Varies with device
Happy Maps,SOCIAL,4.0,593,9.4M,"50,000+",Free,0,Teen,Social,"June 7, 2018",3.12.1,Varies with device
Magic Budget,BUSINESS,3.7,309,Varies with device,"10,000+",Free,0,Everyone,Business,"September 3, 2016",5.14.3,5.0 and up
Quick Bible,GAME,4.7,2831,8.7M,"50,000+",Free,0,Everyone,Action,"July 14, 2018",1.5.7,4.1 and up
Star Music Player,MAPS_AND_NAVIGATION,4.0,100,13M,"5,000+",Free,0,Everyone,Maps & Navigation,"January 28, 2018",Varies with device,4.0.3 and up
Happy Weather 4,FINANCE,4.0,981,34M,"50,000+",Free,0,Everyone,Finance,"May 30, 2018",Varies with device,4.1 and up
Fast Flashlight,SPORTS,4.5,5k,Varies with device,"100,000+",Paid,$0.99,Everyone,Sports,"February 20, 2018",5.8.4,Varies with device
Fast Diet Tracker,MAPS_AND_NAVIGATION,4.4,2121,6.9M,"100,000+",Free,0,Teen,Maps & Navigation,"April 12, 2016",Varies with device,4.0.3 and up
Bright Bible,GAME,5.0,98,40M,"5,000+",Free,0,Everyone,Action,"June 9, 2017",2.11.1,Varies with device
Fast Wallpapers 7,TOOLS,3.4,2.9k,Varies with device,"500,000+",Free,0,Everyone,Tools,"July 16, 2018",5.9.7,4.1 and up
Smart Photo Editor,HEALTH_AND_FITNESS,,0,Varies with device,1+,Free,0,Everyone,Health & Fitness,"April 5, 2018",7.7.1,Varies with device
Ultimate Dictionary,BOOKS_AND_REFERENCE,3.3,24,30M,500+,Free,0,Everyone,Books & Reference,"July 12, 2018",8.4.0,4.0.3 and up
Smart Dictionary 11,PRODUCTIVITY,4.3,49k,749k,"1,000,000+",Free,0,Everyone,Productivity,"September 21, 2017",5.11.1,Varies with device
Secure Music Player 13,SHOPPING,4.5,7530,Varies with device,"100,000+",Free,0,Everyone,Shopping,"October 30, 2017",7.14.7,5.0 and up
Happy Puzzle,GAME,4.0,33.7k,18M,"1,000,000+",Free,0,Everyone 10+,Action,"April 25, 2018",4.1.3,4.0.3 and up
Simple Calendar,TOOLS,4.2,62,20M,"5,000+",Free,0,Everyone,Tools,"June 28, 2015",Varies with device,5.0 and up
Fast Budget 11,GAME,4.4,30578,15M,"1,000,000+",Free,0,Everyone,Action,"January 7, 2018",6.2.8,4.4 and up
Quick Flashlight,SOCIAL,3.4,4267,3.9M,"50,000+",Free,0,Everyone,Social,"February 8, 2018",1.15.9,5.0 and up
Daily Messenger,ENTERTAINMENT,4.1,177115,100M,"5,000,000+",Free,0,Teen,Entertainment,"June 30, 2017",4.2.7,4.1 and up
Pro Workout 4,ENTERTAINMENT,4.5,532,40M,"10,000+",Free,0,Everyone,Entertainment,"July 30, 2018",8.19.7,5.0 and up
Pro Translator,MEDICAL,4.9,6401,58M,"100,000+",Free,0,Everyone,Medical,"July 6, 2018",Varies with device,4.1 and up
Secure Dictionary,FAMILY,4.1,75,Varies with device,"5,000+",Free,0,Everyone,Casual,"July 22, 2018",Varies with device,Varies with device
Magic Maps,BUSINESS,4.1,696,Varies with device,"50,000+",Free,0,Everyone,Business,"April 2, 2016",7.7.4,4.0.3 and up
Free Flashlight,FINANCE,4.8,37.1k,22M,"5,000,000+",Free,0,Everyone,Finance,"July 19, 2018",6.3.3,4.0.3 and up
Pro Radio,ENTERTAINMENT,3.9,1367,8.3M,"50,000+",Free,0,Everyone,Entertainment,"June 18, 2017",7.3.8,5.0 and up
Bright Diet Tracker,COMMUNICATION,3.9,64,6.4M,500+,Free,0,Everyone,Communication,"April 3, 2016",6.2.6,4.4 and up
Secure Music Player,FINANCE,4.4,340,16M,"10,000+",Free,0,Everyone,Finance,"May 23, 2018",1.12.3,5.0 and up
Smart Puzzle 18,PHOTOGRAPHY,3.7,581,9.3M,"5,000+",Free,0,Everyone,Photography,"October 5, 2017",1.15.9,5.0 and up
Mini Maps,MEDICAL,4.5,3307,17M,"100,000+",Free,0,Everyone,Medical,"June 5, 2018",6.11.1,4.1 and up
Tiny Maps 6,HEALTH_AND_FITNESS,3.8,33,19M,500+,Paid,$9.99,Teen,Health & Fitness,"November 11, 2016",3.17.4,5.0 and up
Super Weather 15,COMMUNICATION,3.6,1.4k,5.2M,"50,000+",Free,0,Everyone,Communication,"May 6, 2018",5.15.3,4.4 and up
Secure Maps 16,FAMILY,4.4,548,27M,"50,000+",Free,0,Everyone,Casual,"July 25, 2018",Varies with device,Varies with device
Mini Recipes,MAPS_AND_NAVIGATION,4.1,17126,11M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"March 22, 2017",3.9.5,Varies with device
Secure Maps,LIFESTYLE,4.5,18682,27M,"500,000+",Free,0,Everyone 10+,Lifestyle,"December 22, 2015",Varies with device,4.4 and up
Free Maps 12,BUSINESS,3.9,1254,15M,"50,000+",Paid,$1.99,Everyone,Business,"June 6, 2017",Varies with device,4.4 and up
Quick Messenger,LIFESTYLE,,2,6.3M,50+,Free,0,Everyone,Lifestyle,"April 17, 2018",2.0.4,4.1 and up
Simple Bible 7,FAMILY,3.6,48,33M,"5,000+",Free,0,Everyone,Casual,"February 13, 2018",7.8.6,5.0 and up
Star Keyboard,MEDICAL,,90320,6.6M,"5,000,000+",Free,0,Everyone,Medical,"June 10, 2017",3.18.1,4.1 and up
Tiny Scanner,SPORTS,4.6,18k,74M,"500,000+",Free,0,Everyone,Sports,"February 3, 2017",4.5.2,Varies with device
Fast Wallpapers,ENTERTAINMENT,4.5,4835,23M,"100,000+",Free,0,Everyone,Entertainment,"May 24, 2018",3.5.2,4.4 and up
Simple Chess,GAME,4.3,92.9k,20M,"5,000,000+",Free,0,Everyone,Action,"February 8, 2018",4.8.8,4.0.3 and up
Fast Photo Editor,TRAVEL_AND_LOCAL,4.4,421,141k,"50,000+",Free,0,Everyone,Travel & Local,"November 13, 2017",6.7.6,4.1 and up
Quick Keyboard,ENTERTAINMENT,4.3,21719,67M,"1,000,000+",Free,0,Everyone,Entertainment,"May 12, 2018",Varies with device,Varies with device
Quick Chess 12,EDUCATION,4.4,15731,22M,"1,000,000+",Free,0,Everyone,Education,"June 9, 2017",1.6.7,5.0 and up
Ultimate Wallpapers,BOOKS_AND_REFERENCE,4.5,466,17M,"5,000+",Free,0,Everyone,Books & Reference,"April 4, 2018",7.17.5,Varies with device
Pixel Photo Editor 19,HEALTH_AND_FITNESS,4.6,173,19M,"5,000+",Free,0,Everyone,Health & Fitness,"August 16, 2017",8.5.3,4.1 and up
Daily Maps,FINANCE,,7,8.8M,500+,Free,0,Everyone,Finance,"June 19, 2018",2.19.8,4.1 and up
Quick Maps,TOOLS,4.5,64,366k,500+,Free,0,Everyone,Tools,"September 28, 2017",3.13.8,4.1 and up
Pixel Notes 5,MAPS_AND_NAVIGATION,,0,7.6M,1+,Paid,$4.99,Everyone,Maps & Navigation,"April 19, 2017",1.8.2,4.1 and up
Tiny Puzzle,HEALTH_AND_FITNESS,4.9,27.5k,9.4M,"1,000,000+",Free,0,Teen,Health & Fitness,"June 26, 2016",1.7.1,4.0.3 and up
Free Diet Tracker,GAME,4.3,14567,8.5M,"500,000+",Free,0,Everyone,Action,"December 12, 2017",2.5.3,4.4 and up
Pocket Launcher 18,BUSINESS,4.8,43.7k,100M,"1,000,000+",Free,0,Everyone,Business,"February 20, 2018",6.13.2,4.4 and up
Tiny Diet Tracker 19,MAPS_AND_NAVIGATION,4.3,48,26M,500+,Free,0,Everyone,Maps & Navigation,"June 28, 2017",8.18.3,4.0.3 and up
Magic Workout 4,BUSINESS,4.0,3,43M,50+,Free,0,Everyone,Business,"May 25, 2017",6.18.9,4.0.3 and up
Simple Dictionary 15,FINANCE,4.6,50,45M,"5,000+",Free,0,Everyone,Finance,"January 9, 2018",8.6.2,Varies with device
Bright Bible,SPORTS,4.0,24781,8.8M,"1,000,000+",Free,0,Everyone,Sports,"September 29, 2017",6.18.0,4.0.3 and up
Mini Recipes,TOOLS,4.2,603,14M,"10,000+",Free,0,Everyone,Tools,"April 13, 2018",Varies with device,4.4 and up
Pocket Puzzle,ART_AND_DESIGN,3.8,3741,1.7M,"100,000+",Free,0,Everyone,Art & Design,"July 11, 2017",6.10.2,Varies with device
Smart Messenger,BUSINESS,,124,22M,"5,000+",Free,0,Everyone,Business,"April 13, 2018",1.19.8,Varies with device
Pro Radio 12,SHOPPING,4.8,8k,20M,"100,000+",Free,0,Everyone,Shopping,"October 14, 2016",8.12.2,5.0 and up
Secure Calendar,PHOTOGRAPHY,4.2,31,11M,500+,Free,0,Everyone,Photography,"September 16, 2017",4.0.4,4.0.3 and up
Easy Music Player,BUSINESS,3.9,48,100M,"5,000+",Free,0,Everyone,Business,"November 19, 2017",1.3.0,4.0.3 and up
Cool Maps,EDUCATION,4.2,63.2k,12M,"5,000,000+",Paid,$0.99,Everyone,Education,"April 10, 2018",4.14.0,Varies with device
Fast Recipes,FAMILY,4.1,100,8.6M,"5,000+",Free,0,Everyone,Casual,"August 1, 2018",5.0.3,4.0.3 and up
Bright Bible,MEDICAL,3.8,128,5.2M,"5,000+",Free,0,Mature 17+,Medical,"December 15, 2017",2.3.0,5.0 and up
Pocket Workout,HEALTH_AND_FITNESS,3.7,286,9.9M,"50,000+",Free,0,Everyone,Health & Fitness,"January 3, 2018",2.3.6,Varies with device
Simple Maps 6,GAME,3.6,29610,37M,"500,000+",Free,0,Everyone,Action,"October 4, 2017",Varies with device,5.0 and up
Pro Flashlight,TOOLS,4.1,766,10M,"5,000+",Free,0,Everyone,Tools,"August 1, 2018",2.10.2,4.0.3 and up
Tiny Wallpapers,TRAVEL_AND_LOCAL,4.0,1,7.7M,10+,Free,0,Teen,Travel & Local,"July 5, 2018",4.1.8,4.0.3 and up
Tiny Puzzle,FINANCE,4.3,570,88M,"50,000+",Free,0,Everyone,Finance,"September 2, 2017",4.12.7,5.0 and up
Quick Workout,TOOLS,4.5,5147,3.5M,"100,000+",Free,0,Mature 17+,Tools,"November 3, 2017",5.10.3,4.1 and up
Bright Notes,MEDICAL,4.1,4.9k,4.9M,"500,000+",Free,0,Everyone,Medical,"April 28, 2018",1.12.3,Varies with device
Cool Messenger 8,BOOKS_AND_REFERENCE,4.4,256485,22M,"10,000,000+",Free,0,Everyone,Books & Reference,"February 8, 2017",8.11.6,Varies with device
Mini Dictionary 13,EDUCATION,,6,17M,100+,Free,0,Everyone,Education,"June 10, 2015",Varies with device,4.4 and up
Happy Calendar,MEDICAL,4.2,921,21M,"50,000+",Free,0,Everyone,Medical,"June 12, 2017",1.8.7,Varies with device
Smart Launcher 4,MEDICAL,3.9,1,48M,50+,Free,0,Everyone,Medical,"January 31, 2018",6.7.4,5.0 and up
Pocket Recipes,SPORTS,4.3,168,17M,"5,000+",Free,0,Everyone,Sports,"October 10, 2016",3.15.8,4.4 and up
Smart Coloring Book 19,SHOPPING,4.5,1207,3.8M,"50,000+",Free,0,Everyone 10+,Shopping,"November 26, 2015",8.2.3,4.4 and up
Easy Launcher,SOCIAL,4.4,35,Varies with device,500+,Free,0,Everyone,Social,"December 16, 2016",2.2.2,Varies with device
Mini Puzzle,GAME,3.6,786,23M,"50,000+",Free,0,Everyone,Action,"December 3, 2017",6.19.6,4.0.3 and up
Mini Weather,MAPS_AND_NAVIGATION,4.2,168857,11M,"5,000,000+",Free,0,Everyone,Maps & Navigation,"April 21, 2017",8.18.1,Varies with device
Bright Bible,SPORTS,3.9,76,Varies with device,500+,Free,0,Everyone,Sports,"October 13, 2016",Varies with device,Varies with device
Quick Diet Tracker,PRODUCTIVITY,4.4,2k,24M,"50,000+",Paid,$4.99,Everyone,Productivity,"September 1, 2017",8.3.0,Varies with device
Quick Keyboard 16,GAME,5.0,222,6.9M,"10,000+",Free,0,Everyone,Action,"July 22, 2018",7.12.1,4.1 and up
Bright Dictionary,TOOLS,3.9,140,2.9M,"5,000+",Free,0,Everyone,Tools,"October 15, 2016",8.1.1,4.1 and up
Cool Workout 9,FINANCE,4.1,21.0k,38M,"500,000+",Free,0,Everyone,Finance,"November 25, 2016",Varies with device,4.1 and up
Daily Recipes,PRODUCTIVITY,4.1,782,13M,"50,000+",Free,0,Everyone,Productivity,"July 1, 2018",8.19.1,4.0.3 and up
Simple Maps,PRODUCTIVITY,4.0,17,52M,500+,Free,0,Everyone,Productivity,"May 31, 2018",5.11.4,4.1 and up
Simple Workout 5,HEALTH_AND_FITNESS,,141204,5.4M,"5,000,000+",Free,0,Everyone,Health & Fitness,"August 26, 2017",3.9.0,4.1 and up
Star Translator 3,SHOPPING,4.4,121509,7.1M,"5,000,000+",Free,0,Everyone,Shopping,"August 15, 2016",2.16.2,5.0 and up
Easy Recipes,SHOPPING,3.9,3k,16M,"50,000+",Free,0,Everyone 10+,Shopping,"April 29, 2017",2.12.5,5.0 and up
Free Scanner,TOOLS,,10,24M,500+,Free,0,Everyone,Tools,"February 28, 2018",Varies with device,4.1 and up
Pocket Flashlight,FAMILY,4.1,602,26M,"10,000+",Free,0,Everyone,Casual,"May 20, 2018",5.1.5,5.0 and up
Pocket Photo Editor,SPORTS,4.0,2473,9.4M,"100,000+",Free,0,Everyone,Sports,"August 1, 2018",3.17.2,Varies with device
Smart VPN 6,ART_AND_DESIGN,4.3,4122,31M,"100,000+",Free,0,Everyone,Art & Design,"April 26, 2017",6.19.3,Varies with device
